Mean_MFCCs,Std_MFCCs,Mean_Spectral_Centroid,Std_Spectral_Centroid,Mean_Spectral_Rolloff,Std_Spectral_Rolloff,Mean_Zero_Crossing_Rate,Std_Zero_Crossing_Rate,Mean_Chroma,Std_Chroma,Mean_Tonnetz,Std_Tonnetz,Mean_RMS_Energy,Std_RMS_Energy,Label
-10.588798,17.288067,1875.1217311686191,247.9445658528558,3396.875,180.42646961435565,0.3208984375,0.08919571400425312,0.4108013,0.26125616,0.023326428873389267,0.09875913296417815,0.14220813,0.021615718,1
-18.515713,34.580456,1360.8280029273603,411.09368348211933,2357.6388888888887,691.9494568285769,0.15462239583333334,0.029202684234382555,0.29909387,0.28566283,-0.0030725170436867177,0.1586402886259741,0.17258875,0.08298551,0
-9.311885,15.448459,2229.6395651048288,254.48964602033473,3640.625,84.90142491810724,0.48076171875,0.13337877611787105,0.44240615,0.23854041,0.004585199556871343,0.11424317871140578,0.16078897,0.021450311,1
-11.954725,21.65228,2001.2344443020675,456.4080655214944,3438.4765625,288.58537216707396,0.35577392578125,0.050233639286046544,0.42900613,0.2914345,-0.029115591176295225,0.11898174312425348,0.15399653,0.059901465,0
-22.316895,57.02516,1516.68047469537,374.46423652437954,2559.7098214285716,208.69043586843932,0.32938058035714285,0.09026313927883356,0.33116782,0.2701417,0.05108171506181364,0.10643693885859085,0.060961306,0.033966348,1
-20.296667,37.494007,1369.1331720691185,233.4390283114019,2749.0234375,303.0476579609311,0.2022705078125,0.08251835748864737,0.40111926,0.28221804,-0.02509305403547306,0.15071153066568935,0.10823951,0.057720654,1
-19.785028,42.815323,1141.2075428596877,66.8136962941438,2416.2326388888887,288.117302677638,0.11100260416666667,0.04383425395661167,0.22490309,0.28427944,0.00021750772589099624,0.20190524949384134,0.13716394,0.084147945,1
-17.924614,24.410059,1556.1407283559872,311.1951899012419,2697.265625,400.6573044819795,0.27490234375,0.045854263150733106,0.346273,0.2828277,0.025979119027649836,0.10322966418998948,0.14141993,0.027727764,0
-17.665043,36.351616,1440.4955989472992,476.4949536581567,2619.6732954545455,728.4925807638115,0.21173650568181818,0.0855160992139774,0.33775353,0.30994976,0.022460322418690493,0.13098033919176363,0.16759197,0.0925673,0
-16.449791,20.68903,1763.5605538065047,419.759490790814,2847.65625,606.6897969849377,0.28729248046875,0.06761987421878454,0.47303703,0.27083492,-0.007516885721686445,0.1577511442851035,0.18393537,0.03897661,0
-19.761602,36.264587,1220.601357612671,177.04596535196146,2549.31640625,246.6816011839369,0.158935546875,0.056148097665548395,0.26517603,0.27712834,-0.007930547907307952,0.14755268578255806,0.12798008,0.06391601,1
-20.92109,39.66035,1468.6152478439672,345.47167546124626,2451.8229166666665,256.7416470481427,0.3265787760416667,0.10059913787312277,0.41803053,0.27750835,0.03749134045298667,0.052694352556487384,0.10690117,0.04327868,1
-10.812004,19.29782,1843.2694279541695,337.13636497790463,3407.03125,281.3736707265358,0.3681640625,0.10448169120763419,0.458645,0.27292663,-0.006774251945655483,0.11350841629378602,0.1537799,0.023446895,1
-21.923801,46.395126,1472.753995959387,525.1918331203495,2491.887019230769,833.6322195757508,0.23636568509615385,0.08392549453111633,0.36055392,0.30580163,-0.015132384591214403,0.11448521840263824,0.09050985,0.062082533,0
-21.447092,51.11104,1469.0597868132447,272.77257875439545,2538.504464285714,201.6540638016107,0.3310546875,0.09021865622888238,0.4433873,0.27073398,0.01722752872501636,0.04058484697893626,0.06546168,0.037926387,1
-17.137215,27.83455,1371.7681936482904,358.19629536030664,2439.2361111111113,767.1980878867587,0.1799045138888889,0.025026086454439243,0.33109072,0.30162746,0.01605234408429556,0.12207407762576317,0.23473805,0.083372824,0
-12.399736,18.699068,1870.907223222778,337.623876675198,3352.34375,290.4464337177769,0.36396484375,0.0946120240197372,0.5281569,0.26983246,0.0067722958739686034,0.11399986327688748,0.13935247,0.025281565,1
-19.135305,37.27028,1466.4207781233235,275.6348823092335,2731.1197916666665,358.1303221029909,0.23063151041666666,0.06512267803235183,0.43824604,0.257414,-0.013944704363502881,0.09067220296782379,0.15852472,0.06575768,1
-14.022046,25.630293,1573.7826523368512,270.50888217323165,2653.6458333333335,419.011954238944,0.233154296875,0.04515017669913524,0.47466707,0.27795,-0.009557346433439733,0.046990556194565485,0.10746529,0.04003276,0
-19.555082,56.35238,1514.1642106345862,416.1171816016458,2604.8177083333335,393.8888170546834,0.3323567708333333,0.0559415389342649,0.5362693,0.25964585,0.01083360752824301,0.037176174406729934,0.09083453,0.048102353,1
-11.474766,21.21499,1416.7942984896704,120.33136327522948,2792.96875,105.17900013934579,0.2012939453125,0.06341115075466959,0.48840094,0.25388247,0.006292584294789266,0.08207100188496733,0.19325303,0.012634356,1
-24.177479,31.204012,2073.1681012295703,454.3542031996405,3269.53125,232.03585327925347,0.32354736328125,0.12811171707057756,0.34163728,0.30996972,0.05052176849013563,0.21447968243925253,0.17064278,0.0675456,0
-17.79265,27.275232,1579.8614044559797,397.1246099283108,2647.1354166666665,338.641812110853,0.21663411458333334,0.03561181551322086,0.3825842,0.28527427,0.04442610480527671,0.12770702199152614,0.13047777,0.030510865,0
-16.144587,24.745201,1472.1433991214067,257.4956350247774,2805.46875,215.57970538758977,0.2326171875,0.07324518223044232,0.4618731,0.2861147,-0.024703593881626653,0.09866014385610579,0.16081104,0.053897373,1
-17.188517,25.554188,1623.3176099191971,370.82945098460397,2732.421875,414.19606483759975,0.2708333333333333,0.045501653266279626,0.5226152,0.2576922,0.03905859225001184,0.11994967573783731,0.14072351,0.04018797,0
-12.264534,19.87353,1499.2615658972413,150.25007823619603,2786.71875,249.17588777182073,0.187890625,0.051125075510430947,0.3852278,0.2774536,0.0038659289972358198,0.08471909192411321,0.15348694,0.030824872,1
-18.722254,33.172844,1305.8020465090951,121.07034246391892,2816.40625,131.79373359968915,0.18522135416666666,0.04466609652710478,0.3597863,0.30868372,0.023720913289298082,0.1152877965651255,0.15050785,0.044017848,1
-17.734018,34.610622,1394.281275238203,431.0670528900441,2544.744318181818,731.311162799813,0.1997958096590909,0.07232493168944137,0.33826503,0.29933724,0.024439546068391618,0.15764717227442288,0.18273622,0.09972007,0
-19.744497,27.754992,1451.4191085864288,312.4568612698272,2480.46875,351.50173085900303,0.2544921875,0.08783277175791354,0.38231993,0.3061521,0.040107662305771494,0.09188448525774554,0.12987903,0.03819197,1
-17.97175,29.793633,1494.0991143569915,242.69509833132435,2628.90625,361.871424313077,0.23600260416666666,0.046867087367463554,0.41510004,0.26644373,0.0334161493242722,0.11751879071510116,0.122720234,0.040004313,0
-7.7661514,18.980213,1892.7608120690313,198.6804147015065,3537.109375,90.45731388210477,0.333740234375,0.08881653400577548,0.46386075,0.2841767,0.01829555179216864,0.13039099899676965,0.19521347,0.01903022,1
-23.023771,60.61328,1541.196383036203,316.4196563658983,2628.41796875,264.8803145562703,0.34356689453125,0.06957319794485804,0.43810666,0.30360729,-0.0011147272569423077,0.04933033770718626,0.068115026,0.045692228,1
-13.17497,20.89518,1636.8724526480823,234.75908206210391,3067.1875,454.29133299500114,0.31572265625,0.07650767329010617,0.436449,0.25932628,0.011158330898091132,0.05505226200141277,0.17382061,0.02688127,1
-22.22163,49.097084,1567.1552021821099,409.67468898272944,2566.40625,165.28254198461443,0.356201171875,0.13788701413823776,0.43301022,0.2998649,0.004129725478038157,0.0336373091227034,0.09236085,0.05226922,1
-13.108223,18.427643,1970.1865473220446,291.93180941326546,3494.53125,159.4132919685495,0.37060546875,0.09173088136471416,0.3952033,0.28171897,0.019988194412985095,0.1565078580621664,0.11168943,0.018940195,1
-18.0131,24.356821,1493.507400891796,96.91401141276192,2873.4375,133.1017071758473,0.21845703125,0.05525618105183883,0.4684068,0.2929567,-0.031488814915775286,0.09372521082632823,0.101496175,0.016328532,1
-14.249325,30.856697,1770.4939833289577,439.8338185917726,2611.5451388888887,474.5057189586442,0.3602973090277778,0.11211379941673026,0.43837103,0.24624552,0.04634178925612046,0.07406669093636192,0.108398944,0.043506652,0
-20.955444,64.14613,1905.6447399743495,636.4669641022361,2791.6666666666665,648.2479119598019,0.4081217447916667,0.11367585887824504,0.46095848,0.29639694,-0.00846394978206522,0.04765788111486609,0.058126196,0.04034323,0
-20.38109,37.78039,1301.2782163781808,140.92306101245822,2669.7048611111113,125.35365432481366,0.15391710069444445,0.05504949874742973,0.29950774,0.28803572,0.008803852182263299,0.16230595832685496,0.12168966,0.068917,1
-12.400446,23.838327,1341.7632528357042,174.41628160356828,2599.609375,72.52908057666852,0.2147216796875,0.06775979995935585,0.42548814,0.24136594,0.009947975937126666,0.07816141042231639,0.21553685,0.016069585,1
-24.367266,34.972073,1650.9607523283253,223.5614871536541,2967.0138888888887,229.655249111035,0.23790147569444445,0.0690609835319741,0.3546019,0.29148266,0.025811557031791818,0.1613166603599918,0.1508167,0.09192894,1
-24.872612,34.14978,2113.4498769705506,281.39375021712306,3363.9322916666665,162.2766247341645,0.3380533854166667,0.11504651865662997,0.46492735,0.29032332,0.021456803902040623,0.20254496370631778,0.13404578,0.035720367,1
-12.302585,21.65546,1401.0856693175601,119.7397281095233,2658.203125,102.06830180042125,0.187744140625,0.050537109375,0.39138567,0.27899995,0.017617124304580935,0.09338520146783141,0.17506886,0.009254595,1
-18.13756,32.180027,1689.7668963774229,276.31599922128436,2682.4776785714284,418.71498744694026,0.25864955357142855,0.05744177428349873,0.46229008,0.2615502,-0.026317662869316565,0.0786061591807203,0.11851554,0.055324826,0
-7.514519,18.253077,2275.1592818453214,127.84869919539967,3669.0848214285716,42.52071027131415,0.37911551339285715,0.07735735495019581,0.38314325,0.31045482,0.0137241724019086,0.14165736106234209,0.27337185,0.059702657,0
-23.767668,34.590275,2074.1009951967644,386.2041273346229,3308.59375,183.78296248658964,0.3367513020833333,0.15619098820530422,0.3073714,0.3001953,0.007459609156210894,0.1852341812222591,0.13895325,0.06816172,0
-17.528526,28.351786,1195.6930235923376,164.77494528602062,2635.6026785714284,201.55984266955815,0.16706194196428573,0.06272869697039715,0.3159185,0.28758663,0.030354274065341292,0.15639484417298502,0.15174608,0.05106437,1
-11.171239,16.707668,1985.2175823070684,306.7701667032027,3531.25,156.19139525955006,0.37587890625,0.0916400755258463,0.52047527,0.2519281,0.004401148299621965,0.1156244592446139,0.13534081,0.020858616,1
-19.489077,28.705215,1479.9691351784584,350.1292811910435,2775.1116071428573,438.8722954359408,0.21058872767857142,0.039369706371715815,0.4533485,0.31029817,0.054409785530393,0.1014544895874684,0.1141086,0.04220905,0
-19.749565,51.33776,1793.1343039731757,461.09372811266417,2659.375,614.9578991877717,0.366845703125,0.09196062781774618,0.5362272,0.26488656,0.010580385655656777,0.07378153383787632,0.08115986,0.052757014,0
-26.772139,45.4767,2125.805781221499,469.7070711607244,3246.484375,194.1091838222515,0.38369140625,0.16347519157317938,0.33732262,0.30555657,0.002902244893297668,0.19710148054311388,0.11829617,0.06966899,0
-20.142355,49.796562,1418.8918480606214,260.0691569500096,2537.9464285714284,193.33501476368286,0.32833426339285715,0.0591761289615935,0.50509095,0.27477673,-0.0027237732885351668,0.030641978760803754,0.10934033,0.06212447,1
-19.073816,28.830923,1333.4090618222713,130.33099308671342,2675.78125,327.5975423283626,0.190185546875,0.036841513305105565,0.39642817,0.29543987,-0.017434998276180256,0.10630944938867823,0.12908271,0.04824576,0
-16.935333,26.3435,1348.7555140578845,265.0098958898909,2694.4444444444443,418.16453495459007,0.22205946180555555,0.0761032544092868,0.4152275,0.27396157,-0.028588633673483663,0.10738544071548933,0.1336339,0.062682204,1
-19.439491,30.688133,1500.4201007653726,41.91739586322156,2934.2447916666665,122.79170521663374,0.21150716145833334,0.05813993683634163,0.40922368,0.2924304,-0.013131315199934736,0.09838866788429951,0.14077045,0.049332682,1
-14.156646,21.861433,1902.718231453637,370.9392410761937,3044.6428571428573,600.1362133461997,0.30824497767857145,0.07726080793279122,0.42619234,0.2805238,-0.0006380752536839939,0.10984069818910272,0.14401104,0.050488207,0
-24.614254,34.90465,1709.5956680658776,153.176799910087,3139.6484375,150.2097888017138,0.2412109375,0.09138917682013588,0.3693905,0.30890036,-0.003059388376956873,0.1549043620204105,0.13493392,0.06980885,1
-13.728869,21.92363,1903.87772898886,363.35483258161196,2936.1979166666665,664.2220498689561,0.3079427083333333,0.07213335275279575,0.44372156,0.2749026,0.0034283184728100703,0.08876457868575216,0.17870583,0.042943217,0
-23.753458,32.380886,1882.2935569302406,195.78979893689035,3284.598214285714,139.60487771912534,0.26778738839285715,0.09018159723668591,0.4150023,0.28287703,0.02001005659991441,0.13598654279313924,0.12782653,0.051187824,1
-16.981777,28.686613,1202.5738235185509,223.334644681817,2261.71875,640.9226633156004,0.1688232421875,0.056873631513291854,0.36552024,0.27539212,-0.009567541441886953,0.13988212498368588,0.15420385,0.061282933,1
-14.9788065,27.115255,1516.9490966182514,283.13248237680335,2539.7135416666665,351.05878748587156,0.2523600260416667,0.04524922538735951,0.43985942,0.26730463,-0.04735554853833315,0.07897642935986354,0.13625199,0.040835503,0
-19.801624,32.885937,1571.8012829122335,290.88950468163443,3209.2013888888887,314.80869794234457,0.18717447916666666,0.07671387255725025,0.31396186,0.2889562,-0.004823741450854097,0.13763770259931837,0.1302621,0.0657071,1
-12.123517,15.973056,1843.9329510508016,189.54934596081694,3415.0390625,150.38745430910856,0.3399658203125,0.09150381179853549,0.4983344,0.25562966,0.01982088677271783,0.12348896314190566,0.116431825,0.0053418083,1
-13.80952,41.250732,1738.2906229937057,616.6157907177457,2638.4548611111113,699.7922343439309,0.3342556423611111,0.16473060668054598,0.37104458,0.2836378,0.012469531004405896,0.09135276141160979,0.11572836,0.051461052,0
-16.758703,29.724733,1696.6400602180845,367.0087368006778,2935.546875,337.110732905724,0.29278564453125,0.08110097919059953,0.47757688,0.2862934,-0.02681436294899005,0.09837419692399052,0.12045521,0.044518348,0
-18.447598,27.848875,1282.1169570965708,170.4191505743715,2486.9791666666665,138.87803777055606,0.21397569444444445,0.06744756230747129,0.40848345,0.26299545,-0.03382813899557884,0.10969123481472737,0.12680957,0.06741159,1
-18.701662,32.539234,1265.636711497091,206.96517668795641,2723.090277777778,513.9204135882331,0.17708333333333334,0.06272381866979282,0.31186843,0.26666102,-0.05253519188344584,0.13444037528045696,0.13003819,0.07129716,1
-26.040264,46.07204,2035.9865630150866,499.74256498276833,3178.22265625,240.6939321097808,0.31341552734375,0.1408732527689655,0.3107079,0.31404558,0.006248648651838729,0.17158394585269887,0.107554235,0.051915947,0
-14.117063,20.339092,1552.2082152247676,138.0221133434629,2929.6875,35.15625,0.231689453125,0.06774143485794015,0.41355363,0.27761748,0.02709101703312251,0.08085219079545511,0.14624518,0.0065389383,1
-11.383367,21.462818,1453.2212959834874,144.70749604113556,2656.25,93.21952784204471,0.2357177734375,0.06626551806246299,0.47413072,0.2319232,-0.020495376435428536,0.05829085373614569,0.19073014,0.012360844,1
-19.135971,29.42882,1385.197403856269,196.1732083590925,2692.1875,136.80577587404707,0.2375,0.07326536091736369,0.38664016,0.28015098,0.0008507399667110997,0.11846294069513676,0.18175371,0.043646775,1
-14.6759,23.478933,1548.7663423007698,205.24104924164772,2759.375,227.31018867397916,0.21240234375,0.05943648517757146,0.4109862,0.29336533,-0.028854586693758965,0.10650982946679442,0.15302029,0.030943168,1
-26.371857,46.037037,1307.713204642631,211.98091992850914,2377.9296875,483.22282163523806,0.1900634765625,0.06855821301559561,0.3698388,0.3015155,-0.0020255552490181378,0.13788139974652375,0.13021496,0.07908487,1
-20.286999,38.413464,1334.619324508873,296.78852274285026,2547.9910714285716,580.4569368184325,0.18254743303571427,0.037704336645846194,0.33302015,0.30625302,0.017655391599108734,0.1265610655983656,0.12011426,0.05776047,1
-10.865192,19.396172,1827.573837918372,331.712008531937,3459.375,189.5976414014689,0.32529296875,0.09326933664895204,0.44788474,0.26542667,-0.011923005128210398,0.08565749024340596,0.14907706,0.023427,1
-11.399501,17.372684,1988.5050435780595,421.80598478261567,3144.53125,526.826279673934,0.34228515625,0.09647540463898738,0.3759779,0.26465353,-0.0016794659741235067,0.09912213310505902,0.14647114,0.043110736,0
-13.834979,22.740831,1847.8436955513996,401.0655578095767,3376.953125,276.39306691993244,0.3037109375,0.0616594053409396,0.35531387,0.29955614,-0.015384028767379812,0.13596303265608203,0.12541896,0.045109723,0
-28.198349,47.997353,1821.9745184485437,246.3759656628452,3159.375,207.50094126292535,0.304345703125,0.0529401592861268,0.4226909,0.3128594,0.0020955792816372736,0.13285640603643914,0.066753455,0.047099784,1
-19.043894,35.10258,1632.2276022923827,320.5559034093555,3225.78125,351.4183732346318,0.194873046875,0.07361832129556607,0.3023305,0.28671524,-0.005008054510453527,0.14696050422402054,0.12554066,0.071762264,1
-19.011581,33.141094,1750.8404289857147,358.024162845415,2834.8214285714284,319.86108684183165,0.27232142857142855,0.04970317630006367,0.5114117,0.2697547,0.0016905694017402145,0.09839558864056318,0.09596767,0.047027554,0
-21.977404,45.33984,1467.9064309917069,451.40357953601045,2479.1666666666665,381.0657604978237,0.3075358072916667,0.10102168800022361,0.4098636,0.30655184,0.002559856792798432,0.06456913789982459,0.14479102,0.06382861,1
-14.424373,26.868563,1302.4237891795995,256.2276809574971,2335.9375,537.5034066025768,0.25166015625,0.0708109502395507,0.428028,0.2781774,0.017880044369862305,0.10816727095777375,0.17414513,0.033510696,1
